"GEOID","B01001_001","B25001_001","B26001_001","receiptofssiorsnap","receiptofssiorsnapinfamilies","receiptofsnap","householdcashassistfoodorsnap","householdsnaponly","snapfamilyany","snapfamilysnap5p","householdreceiptoffoodstamps","householdw60psnap","householdw18msnap","householdmarriedsnap","householdmalehomesnap","householdfemalehomesnap","householdw1pdisabledsnap","novehiclesavailable","lowaccesspopshare1","lowaccesspopshare10","lowaccesschildrenshare1","lowaccesschildrenshare10","lowaccessseniorsshare1","lowaccessseniorsshare10","lowaccesssnapshare1","lowaccesssnapshare10","groceryfoodstores","supercentersandfoodclubstores","conveniencestores","snapauthorizedfoodstores","fastfoodrestaurants","fullservicerestaurants","foodinsec","vlfoodsec","food_score","food_rnk","access_distal_score","availability_score","access_proximal_score","assistance_score","food_state_rnk","NAME"
"01001",17621,7769,544,28.6104368932039,28.6104368932039,71.3895631067961,8.5550060152386,91.4449939847614,10.1137188482942,29.9382716049383,6.49645769282182,38.477366255144,52.880658436214,24.4514106583072,7.52351097178683,68.025078369906,47.7366255144033,1.22243802124986,55.0644443475975,0,20.037409199071,0,18.5349710204538,0,4.63412045984644,0,3.688598573216,0.1505555861,8.95802512652,17.9858449652447,11.028156981712,12.608984944179,15.8,7.4,100.32,43.7495932843105,79.57,107.46,98.62,94.87,22.4409448818898,"ZCTA5 01001"
"01002",30066,10947,5268,18.401739603153,18.401739603153,81.598260396847,7.71489318619014,92.2851068138099,9.17844703954108,21.9753086419753,7.3706591070163,25.5494505494505,52.8846153846154,22.2222222222222,7.48299319727891,70.2947845804989,44.2307692307692,4.91044323011536,70.7845390394514,0,12.5565894900912,0,7.91579853169766,0,2.10663327829007,0,8.485789295388,0.4242883854,14.850131251896,22.1423233213037,18.494796173268,31.385108648556,15.8,7.4,103.6,50.4945662783888,79.57,130.23,78.77,85.95,27.3622047244094,"ZCTA5 01002"
"01003",11238,60,11161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZCTA5 01003"
"01005",4991,2074,228,7.98687089715536,7.98687089715536,92.0131291028446,6.84093437152392,93.1590656284761,4.43478260869565,14.1935483870968,6.84093437152392,53.6585365853659,17.8861788617886,74.5098039215686,25.4901960784314,0,40.650406504065,1.62727624951569,79.4936444035302,0,24.8628099505989,0,12.5468580791987,0,2.22633896918747,0,0.834415319045,0.0490834904,2.06149666471,3.70503701652088,3.564671316269,3.521723471791,15.8,7.4,117.3,80.9331684779072,79.57,91.58,103.91,83.64,69.5866141732283,"ZCTA5 01005"
"01007",14967,5925,6,7.43949805796235,7.43949805796235,92.5605019420376,6.75799086757991,93.2420091324201,5.80708661417323,2.68292682926829,6.10045662100457,47.0059880239521,23.0538922155689,20.5,16,63.5,51.7964071856287,2.34576589256392,75.8786627688114,0,25.2490872802336,0,9.93444170790386,0,3.27477195667086,0,3.44092482459,0.09299790351,4.74289637175,9.07211431502448,9.206798853366,15.623658655722,15.8,7.4,114.35,74.3834190147719,79.57,103.47,98.97,83.26,56.6929133858268,"ZCTA5 01007"
"01008",1197,634,0,1.76470588235294,1.76470588235294,98.2352941176471,5.29411764705882,94.7058823529412,4,0,4.70588235294118,87.5,8.33333333333333,83.3333333333333,0,16.6666666666667,54.1666666666667,2.1671826625387,99.999999999503,33.6760717595048,21.7998341144216,20.6886461941125,12.8283107428129,14.2336507634556,2.48967535639816,2.58987900809835,0.250567646112,0.0102272877,0.60852142764,1.2217840317461,0.749146127184,0.856532261403,15.8,7.4,121.92,89.8386152144205,117.35,87.22,107.42,83.83,85.4330708661417,"ZCTA5 01008"
"01009",249,206,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,78.0981450870373,0,19.9522461381312,0,14.4343570374472,0,4.07790317272832,0,0.052123094304,0.0021274809,0.12658465788,0.25415557552613,0.155837414928,0.178175883951,15.8,7.4,117.8,81.9938829960305,79.57,86.05,103.01,79.74,71.6535433070866,"ZCTA5 01009"
"01010",3739,1710,0,10.4635761589404,10.4635761589404,89.5364238410596,8.66526904262753,91.3347309573725,5.64593301435407,0,6.49895178197065,75.2688172043011,24.7311827956989,52.5,0,47.5,80.6451612903226,0,99.9998744107312,0,21.5849272514352,0,13.909677792706,0,4.2386093087173,0,0.782683733344,0.0319463899,1.90080335668,3.81641645338233,2.340064636208,2.675500522461,15.8,7.4,114.33,74.3346131320362,79.57,90.35,111.4,86.34,56.2992125984252,"ZCTA5 01010"
"01011",1448,696,11,17.8707224334601,16.7300380228137,82.1292775665399,12.4780316344464,87.5219683655536,9.22693266832918,0,9.31458699472759,32.0754716981132,26.4150943396226,30.4347826086957,0,69.5652173913043,56.6037735849057,0.930851063829787,100.000000092088,44.7045286158002,20.4199022276996,18.9786188042528,13.4982264135469,14.8283542761725,2.54421499191694,2.62282685993462,0.33289631496,0.0123718568,0.73612282976,1.47798101751742,0.906235248256,1.511529213168,15.8,7.4,107.94,60.0312357649509,120.39,87.73,108.5,89.17,36.2204724409449,"ZCTA5 01011"
"01012",560,333,0,25.2873563218391,25.2873563218391,74.7126436781609,7.53968253968254,92.4603174603175,7.23684210526316,0,7.53968253968254,21.0526315789474,57.8947368421053,0,100,0,0,0,99.9999998514288,0,19.1489361345667,0,13.3387888695329,0,1.28798851990344,0,0.1287444312,0.0034795768,0.17745854,0.339439033634911,0.34447834288,0.58456930896,15.8,7.4,110.57,65.8423895360187,79.57,86.4,108.29,78.2,43.7007874015748,"ZCTA5 01012"
