"GEOID","B01001_001","B25001_001","B26001_001","receiptofssiorsnap","receiptofssiorsnapinfamilies","receiptofsnap","householdcashassistfoodorsnap","householdsnaponly","snapfamilyany","snapfamilysnap5p","householdreceiptoffoodstamps","householdw60psnap","householdw18msnap","householdmarriedsnap","householdmalehomesnap","householdfemalehomesnap","householdw1pdisabledsnap","novehiclesavailable","lowaccesspopshare1","lowaccesspopshare10","lowaccesschildrenshare1","lowaccesschildrenshare10","lowaccessseniorsshare1","lowaccessseniorsshare10","lowaccesssnapshare1","lowaccesssnapshare10","groceryfoodstores","supercentersandfoodclubstores","conveniencestores","snapauthorizedfoodstores","fastfoodrestaurants","fullservicerestaurants","foodinsec","vlfoodsec","food_score","food_rnk","access_distal_score","availability_score","access_proximal_score","assistance_score","food_state_rnk","NAME"
"00601",17126,7306,74,75.0235331032319,75.0235331032319,24.9764668967681,60.3853992959051,39.6146007040949,62.0246085011186,89.7435897435898,59.1810264962016,53.6005009392611,28.5848465873513,50.1593081474738,8.78470641784251,41.0559854346837,30.2128991859737,3.86473429951691,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,3.708905045393,0.356830282088545,11.3475199765862,11.9244592842006,13.1955095637497,13.9800770982002,11.436163940661,4.14182839129116,26.29,0.494409616751767,96.78,112.37,180.28,158.59,5.51181102362205,"ZCTA5 00601"
"00602",37895,17311,88,56.0968042196711,56.0968042196711,43.9031957803289,55.3507543941515,44.6492456058485,54.9316296794441,58.9605734767025,54.9774459480479,59.4850756825576,23.6667138209082,53.6781372347002,11.4156192046157,34.9062435606841,59.3436129579856,4.519368723099,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,8.20675912035313,0.78956461168664,20.7344579045815,26.3854598023345,29.1979350063234,30.933961324086,12.6297642104633,5.04006544763484,35.99,0.998513539714338,96.78,141.33,179.83,146.91,29.1338582677165,"ZCTA5 00602"
"00603",49136,24771,1004,59.2162721213514,58.6416915651574,40.7837278786486,49.4117647058824,50.5882352941176,48.5716521875245,55.8628318584071,49.0334283493133,51.580171229257,29.774865236233,35.8561197916667,11.81640625,52.3274739583333,51.78099566642,4.61384986283149,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,10.641174723253,1.02377745770774,26.8850329489251,34.2123222812378,37.8590773049401,40.1100705533787,12.6297642104633,5.04006544763484,37.99,1.14392813287662,96.78,157.82,179.76,141.84,38.5826771653543,"ZCTA5 00603"
"00606",5751,2786,19,69.1308691308691,69.1308691308691,30.8691308691309,54.6747967479675,45.3252032520325,62.4326404926867,64.9253731343284,53.8109756097561,57.5070821529745,31.6336166194523,37.5314861460957,21.0327455919395,41.4357682619647,22.851746931067,3.09414088215932,36.1295036240464,2.5256812254911,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,1.24546963190793,0.163132315362044,3.8105563111846,4.0042955356439,4.01554218448575,4.69458270417782,11.436163940661,4.14182839129116,37.54,1.10515090803335,97.57,95.08,181.12,147.99,36.2204724409449,"ZCTA5 00606"
"00610",26153,12494,105,52.8835448675128,52.8835448675128,47.1164551324872,54.5220505932393,45.4779494067607,54.4280748220493,63.265306122449,54.1526751734945,58.2885489871848,26.2091773460107,53.9784946236559,9.70814132104455,36.3133640552995,52.087639520463,2.20691265763662,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,5.66384407638463,0.544913136019018,17.3287218234065,18.2097619794288,20.1507743559935,21.3488821878565,11.436163940661,4.14182839129116,40.21,1.32488851547858,96.78,126.41,181.43,147.44,44.8818897637795,"ZCTA5 00610"
"00611",1283,694,0,67.8571428571429,67.8571428571429,32.1428571428571,53.8910505836576,46.1089494163424,58.6402266288952,0,53.8910505836576,45.4873646209386,27.0758122743682,68.5990338164251,6.28019323671498,25.1207729468599,57.0397111913357,0,36.1295036240464,2.5256812254911,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,0.277853858066053,0.0363934551572774,0.85010324243607,0.893324843024017,0.895833876316331,1.04732213692578,11.436163940661,4.14182839129116,46.11,1.9550184191818,97.57,87.82,183.25,130.38,58.2677165354331,"ZCTA5 00611"
"00612",64090,30280,654,59.5328491251238,59.5328491251238,40.4671508748762,51.4773360778764,48.5226639221236,51.1207566727131,63.7515842839037,50.8812556284575,47.1470712178677,31.6814159292035,34.2290467050544,10.1471529110685,55.6238003838772,40.5815423514539,1.43213691466603,5.21367616340006,0.364468998487038,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,13.8796989582645,1.33535284240656,35.0671963875084,44.6244654632964,49.381070182221,52.3171284143203,12.6297642104633,5.04006544763484,32.1,0.765850190654689,96.73,179.76,181.94,145.39,18.503937007874,"ZCTA5 00612"
"00616",10186,4568,33,62.3475609756098,62.3475609756098,37.6524390243902,50.2393776181927,49.7606223818073,48.9697501096011,63.265306122449,49.5810891681628,50.0301750150875,25.7091128545564,32.5872873769024,13.6078782452999,53.8048343777977,51.7803258901629,2.31966952653321,36.1295036240464,2.5256812254911,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,2.20593873597881,0.21223130055786,6.74914390292581,7.09228904991632,7.84826932245441,8.3149051338472,11.436163940661,4.14182839129116,45.01,1.81929813223033,97.57,101.58,181.65,144.38,55.9055118110236,"ZCTA5 00616"
"00617",22803,9878,12,66.7993444158277,66.7993444158277,33.2006555841723,51.5984654731458,48.4015345268542,54.4261131807699,88.75,51.5984654731458,42.9491945477076,37.546468401487,28.5528031290743,13.4289439374185,58.0182529335072,41.0408921933086,1.47535667963684,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,4.93834881175386,0.475113915827694,15.1090446120574,15.8772302380956,17.5696137207862,18.6142530696169,11.436163940661,4.14182839129116,35.23,0.953273444063854,96.78,121.2,181.93,152.04,25.9842519685039,"ZCTA5 00617"
"00622",7751,8395,60,40.7744874715262,38.3826879271071,59.2255125284738,48.2251703119398,51.7748296880602,51.9169329073482,43.2835820895522,47.5439225528863,61.236802413273,12.89592760181,56.4853556485356,13.2845188284519,30.2301255230126,42.3831070889894,0.922509225092251,36.1295036240464,2.5256812254911,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,1.67860113318003,0.219864123869101,5.1357367358706,5.39685179912639,5.97211226372905,6.3271971031268,11.436163940661,4.14182839129116,57.4,3.90357396755638,97.57,98.55,182.62,137.69,74.8031496062992,"ZCTA5 00622"
"00623",39652,20507,87,56.2787456445993,55.5540069686411,43.7212543554007,44.9867221703868,55.0132778296132,45.4565053357767,41.8088737201365,44.3623053183091,49.6521598446853,31.0952920239443,33.3575054387237,16.3645153492869,50.2779792119894,42.4526775602653,1.18946474086661,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,8.58726514422067,0.826172740007881,21.695810128842,27.6088204798038,30.5516959723112,32.3682130735626,12.6297642104633,5.04006544763484,46.83,2.06165578750081,96.78,143.91,182.13,134.98,59.8425196850394,"ZCTA5 00623"
"00624",21912,9098,61,71.2069698257544,71.0582235444114,28.7930301742456,53.8643313872672,46.1356686127328,53.9471144566686,65.5629139072848,53.1137058659994,49.0185815231615,34.1010206752159,40.0795084929527,12.3599566317311,47.5605348753162,34.7552996597749,1.15435356200528,7.01952487248885,0.490709265391432,65.2005787098173,9.28695950247372,40.5598382287156,14.7009442556279,7.27553200519638,2.08996444113798,4.74538872793714,0.456549406815613,14.5186767328598,15.2568464227142,16.8831020413922,17.8869233548851,11.436163940661,4.14182839129116,34.91,0.927421960835005,96.78,119.82,182.15,147.58,24.4094488188976,"ZCTA5 00624"
